,BVP,time
3637,11.49,2021-12-17 17:39:55.000000
3638,9.39,2021-12-17 17:39:55.015625
3639,4.59,2021-12-17 17:39:55.031250
3640,-2.18,2021-12-17 17:39:55.046875
3641,-9.41,2021-12-17 17:39:55.062500
3642,-15.47,2021-12-17 17:39:55.078125
3643,-19.14,2021-12-17 17:39:55.093750
3644,-19.96,2021-12-17 17:39:55.109375
3645,-18.27,2021-12-17 17:39:55.125000
3646,-14.79,2021-12-17 17:39:55.140625
3647,-10.24,2021-12-17 17:39:55.156250
3648,-5.17,2021-12-17 17:39:55.171875
3649,-0.02,2021-12-17 17:39:55.187500
3650,4.72,2021-12-17 17:39:55.203125
3651,8.44,2021-12-17 17:39:55.218750
3652,10.62,2021-12-17 17:39:55.234375
3653,11.13,2021-12-17 17:39:55.250000
3654,10.41,2021-12-17 17:39:55.265625
3655,9.38,2021-12-17 17:39:55.281250
3656,9.07,2021-12-17 17:39:55.296875
3657,10.02,2021-12-17 17:39:55.312500
3658,12.01,2021-12-17 17:39:55.328125
3659,14.07,2021-12-17 17:39:55.343750
3660,14.92,2021-12-17 17:39:55.359375
3661,13.53,2021-12-17 17:39:55.375000
3662,9.65,2021-12-17 17:39:55.390625
3663,3.96,2021-12-17 17:39:55.406250
3664,-2.19,2021-12-17 17:39:55.421875
3665,-7.35,2021-12-17 17:39:55.437500
3666,-10.52,2021-12-17 17:39:55.453125
3667,-11.48,2021-12-17 17:39:55.468750
3668,-10.72,2021-12-17 17:39:55.484375
3669,-8.94,2021-12-17 17:39:55.500000
3670,-6.51,2021-12-17 17:39:55.515625
3671,-3.01,2021-12-17 17:39:55.531250
3672,2.69,2021-12-17 17:39:55.546875
3673,11.84,2021-12-17 17:39:55.562500
3674,24.93,2021-12-17 17:39:55.578125
3675,41.09,2021-12-17 17:39:55.593750
3676,58.07,2021-12-17 17:39:55.609375
3677,72.92,2021-12-17 17:39:55.625000
3678,83.1,2021-12-17 17:39:55.640625
3679,87.46,2021-12-17 17:39:55.656250
3680,86.65,2021-12-17 17:39:55.671875
3681,82.55,2021-12-17 17:39:55.687500
3682,77.43,2021-12-17 17:39:55.703125
3683,72.89,2021-12-17 17:39:55.718750
3684,69.33,2021-12-17 17:39:55.734375
3685,65.99,2021-12-17 17:39:55.750000
3686,61.44,2021-12-17 17:39:55.765625
3687,54.28,2021-12-17 17:39:55.781250
3688,43.71,2021-12-17 17:39:55.796875
3689,30.01,2021-12-17 17:39:55.812500
3690,14.54,2021-12-17 17:39:55.828125
3691,-0.73,2021-12-17 17:39:55.843750
3692,-13.96,2021-12-17 17:39:55.859375
3693,-24.62,2021-12-17 17:39:55.875000
3694,-34.32,2021-12-17 17:39:55.890625
3695,-46.73,2021-12-17 17:39:55.906250
3696,-66.28,2021-12-17 17:39:55.921875
3697,-96.13,2021-12-17 17:39:55.937500
3698,-136.26,2021-12-17 17:39:55.953125
3699,-182.74,2021-12-17 17:39:55.968750
3700,-228.69,2021-12-17 17:39:55.984375
3701,-266.14,2021-12-17 17:39:56.000000
3702,-288.09,2021-12-17 17:39:56.015625
3703,-289.78,2021-12-17 17:39:56.031250
3704,-269.46,2021-12-17 17:39:56.046875
3705,-228.93,2021-12-17 17:39:56.062500
3706,-174.09,2021-12-17 17:39:56.078125
3707,-114.17,2021-12-17 17:39:56.093750
3708,-59.61,2021-12-17 17:39:56.109375
3709,-18.61,2021-12-17 17:39:56.125000
3710,6.25,2021-12-17 17:39:56.140625
3711,18.88,2021-12-17 17:39:56.156250
3712,27.58,2021-12-17 17:39:56.171875
3713,40.28,2021-12-17 17:39:56.187500
3714,60.22,2021-12-17 17:39:56.203125
3715,84.51,2021-12-17 17:39:56.218750
3716,106.38,2021-12-17 17:39:56.234375
3717,119.64,2021-12-17 17:39:56.250000
3718,122.44,2021-12-17 17:39:56.265625
3719,118.09,2021-12-17 17:39:56.281250
3720,112.57,2021-12-17 17:39:56.296875
3721,110.82,2021-12-17 17:39:56.312500
3722,114.05,2021-12-17 17:39:56.328125
3723,119.24,2021-12-17 17:39:56.343750
3724,121.16,2021-12-17 17:39:56.359375
3725,114.89,2021-12-17 17:39:56.375000
3726,97.95,2021-12-17 17:39:56.390625
3727,71.09,2021-12-17 17:39:56.406250
3728,37.98,2021-12-17 17:39:56.421875
3729,3.4,2021-12-17 17:39:56.437500
3730,-28.59,2021-12-17 17:39:56.453125
3731,-56.44,2021-12-17 17:39:56.468750
3732,-81.54,2021-12-17 17:39:56.484375
3733,-107.19,2021-12-17 17:39:56.500000
3734,-136.77,2021-12-17 17:39:56.515625
3735,-172.05,2021-12-17 17:39:56.531250
3736,-212.63,2021-12-17 17:39:56.546875
3737,-256.58,2021-12-17 17:39:56.562500
3738,-301.52,2021-12-17 17:39:56.578125
3739,-344.83,2021-12-17 17:39:56.593750
3740,-383.16,2021-12-17 17:39:56.609375
3741,-411.86,2021-12-17 17:39:56.625000
3742,-425.07,2021-12-17 17:39:56.640625
3743,-417.51,2021-12-17 17:39:56.656250
3744,-386.77,2021-12-17 17:39:56.671875
3745,-335.01,2021-12-17 17:39:56.687500
3746,-268.76,2021-12-17 17:39:56.703125
3747,-196.87,2021-12-17 17:39:56.718750
3748,-127.52,2021-12-17 17:39:56.734375
3749,-66.08,2021-12-17 17:39:56.750000
3750,-14.56,2021-12-17 17:39:56.765625
3751,27.6,2021-12-17 17:39:56.781250
3752,62.25,2021-12-17 17:39:56.796875
3753,91.55,2021-12-17 17:39:56.812500
3754,117.42,2021-12-17 17:39:56.828125
3755,141.36,2021-12-17 17:39:56.843750
3756,164.17,2021-12-17 17:39:56.859375
3757,185.64,2021-12-17 17:39:56.875000
3758,204.49,2021-12-17 17:39:56.890625
3759,218.72,2021-12-17 17:39:56.906250
3760,226.48,2021-12-17 17:39:56.921875
3761,226.61,2021-12-17 17:39:56.937500
3762,219.27,2021-12-17 17:39:56.953125
3763,205.9,2021-12-17 17:39:56.968750
3764,188.95,2021-12-17 17:39:56.984375
3765,171.25,2021-12-17 17:39:57.000000
3766,155.44,2021-12-17 17:39:57.015625
3767,143.38,2021-12-17 17:39:57.031250
3768,135.73,2021-12-17 17:39:57.046875
3769,132.02,2021-12-17 17:39:57.062500
3770,130.94,2021-12-17 17:39:57.078125
3771,131.02,2021-12-17 17:39:57.093750
3772,131.14,2021-12-17 17:39:57.109375
3773,130.72,2021-12-17 17:39:57.125000
3774,129.6,2021-12-17 17:39:57.140625
3775,127.84,2021-12-17 17:39:57.156250
3776,125.51,2021-12-17 17:39:57.171875
3777,122.69,2021-12-17 17:39:57.187500
3778,119.53,2021-12-17 17:39:57.203125
3779,116.18,2021-12-17 17:39:57.218750
3780,112.67,2021-12-17 17:39:57.234375
3781,108.7,2021-12-17 17:39:57.250000
3782,103.59,2021-12-17 17:39:57.265625
3783,96.56,2021-12-17 17:39:57.281250
3784,87.2,2021-12-17 17:39:57.296875
3785,75.97,2021-12-17 17:39:57.312500
3786,64.25,2021-12-17 17:39:57.328125
3787,54.04,2021-12-17 17:39:57.343750
3788,47.29,2021-12-17 17:39:57.359375
3789,45.2,2021-12-17 17:39:57.375000
3790,47.87,2021-12-17 17:39:57.390625
3791,54.34,2021-12-17 17:39:57.406250
3792,63.08,2021-12-17 17:39:57.421875
3793,72.64,2021-12-17 17:39:57.437500
3794,82.13,2021-12-17 17:39:57.453125
3795,91.36,2021-12-17 17:39:57.468750
3796,100.64,2021-12-17 17:39:57.484375
3797,110.36,2021-12-17 17:39:57.500000
3798,120.55,2021-12-17 17:39:57.515625
3799,130.64,2021-12-17 17:39:57.531250
3800,139.44,2021-12-17 17:39:57.546875
3801,145.31,2021-12-17 17:39:57.562500
3802,146.5,2021-12-17 17:39:57.578125
3803,141.54,2021-12-17 17:39:57.593750
3804,129.69,2021-12-17 17:39:57.609375
3805,111.25,2021-12-17 17:39:57.625000
3806,87.68,2021-12-17 17:39:57.640625
3807,61.61,2021-12-17 17:39:57.656250
3808,36.36,2021-12-17 17:39:57.671875
3809,15.14,2021-12-17 17:39:57.687500
3810,-0.02,2021-12-17 17:39:57.703125
3811,-9.13,2021-12-17 17:39:57.718750
3812,-14.7,2021-12-17 17:39:57.734375
3813,-21.16,2021-12-17 17:39:57.750000
3814,-33.14,2021-12-17 17:39:57.765625
3815,-53.62,2021-12-17 17:39:57.781250
3816,-82.58,2021-12-17 17:39:57.796875
3817,-117.09,2021-12-17 17:39:57.812500
3818,-152.82,2021-12-17 17:39:57.828125
3819,-185.9,2021-12-17 17:39:57.843750
3820,-214.05,2021-12-17 17:39:57.859375
3821,-236.52,2021-12-17 17:39:57.875000
3822,-253.01,2021-12-17 17:39:57.890625
3823,-262.67,2021-12-17 17:39:57.906250
3824,-263.84,2021-12-17 17:39:57.921875
3825,-254.95,2021-12-17 17:39:57.937500
3826,-235.68,2021-12-17 17:39:57.953125
3827,-207.69,2021-12-17 17:39:57.968750
3828,-174.36,2021-12-17 17:39:57.984375
3829,-139.56,2021-12-17 17:39:58.000000
3830,-106.4,2021-12-17 17:39:58.015625
3831,-76.47,2021-12-17 17:39:58.031250
3832,-50.02,2021-12-17 17:39:58.046875
3833,-26.61,2021-12-17 17:39:58.062500
3834,-5.96,2021-12-17 17:39:58.078125
3835,11.68,2021-12-17 17:39:58.093750
3836,25.72,2021-12-17 17:39:58.109375
3837,35.43,2021-12-17 17:39:58.125000
3838,40.29,2021-12-17 17:39:58.140625
3839,40.31,2021-12-17 17:39:58.156250
3840,36.14,2021-12-17 17:39:58.171875
3841,29.05,2021-12-17 17:39:58.187500
3842,20.62,2021-12-17 17:39:58.203125
3843,12.51,2021-12-17 17:39:58.218750
3844,6.14,2021-12-17 17:39:58.234375
3845,2.38,2021-12-17 17:39:58.250000
3846,1.45,2021-12-17 17:39:58.265625
3847,2.87,2021-12-17 17:39:58.281250
3848,5.56,2021-12-17 17:39:58.296875
3849,8.19,2021-12-17 17:39:58.312500
3850,9.42,2021-12-17 17:39:58.328125
3851,8.24,2021-12-17 17:39:58.343750
3852,4.16,2021-12-17 17:39:58.359375
3853,-2.75,2021-12-17 17:39:58.375000
3854,-11.97,2021-12-17 17:39:58.390625
3855,-22.54,2021-12-17 17:39:58.406250
3856,-33.03,2021-12-17 17:39:58.421875
3857,-41.81,2021-12-17 17:39:58.437500
3858,-47.26,2021-12-17 17:39:58.453125
3859,-48.35,2021-12-17 17:39:58.468750
3860,-44.94,2021-12-17 17:39:58.484375
3861,-37.85,2021-12-17 17:39:58.500000
3862,-28.54,2021-12-17 17:39:58.515625
3863,-18.52,2021-12-17 17:39:58.531250
3864,-8.91,2021-12-17 17:39:58.546875
3865,-0.24,2021-12-17 17:39:58.562500
3866,7.49,2021-12-17 17:39:58.578125
3867,14.44,2021-12-17 17:39:58.593750
3868,20.7,2021-12-17 17:39:58.609375
3869,26.18,2021-12-17 17:39:58.625000
3870,30.68,2021-12-17 17:39:58.640625
3871,33.97,2021-12-17 17:39:58.656250
3872,35.94,2021-12-17 17:39:58.671875
3873,36.67,2021-12-17 17:39:58.687500
3874,36.39,2021-12-17 17:39:58.703125
3875,35.53,2021-12-17 17:39:58.718750
3876,34.61,2021-12-17 17:39:58.734375
3877,34.27,2021-12-17 17:39:58.750000
3878,35.05,2021-12-17 17:39:58.765625
3879,37.34,2021-12-17 17:39:58.781250
3880,41.27,2021-12-17 17:39:58.796875
3881,46.82,2021-12-17 17:39:58.812500
3882,53.84,2021-12-17 17:39:58.828125
3883,62.08,2021-12-17 17:39:58.843750
3884,71.25,2021-12-17 17:39:58.859375
3885,80.81,2021-12-17 17:39:58.875000
3886,90.01,2021-12-17 17:39:58.890625
3887,98.0,2021-12-17 17:39:58.906250
3888,103.99,2021-12-17 17:39:58.921875
3889,107.58,2021-12-17 17:39:58.937500
3890,108.83,2021-12-17 17:39:58.953125
3891,108.0,2021-12-17 17:39:58.968750
3892,105.38,2021-12-17 17:39:58.984375
3893,100.98,2021-12-17 17:39:59.000000
3894,94.54,2021-12-17 17:39:59.015625
3895,85.72,2021-12-17 17:39:59.031250
3896,74.35,2021-12-17 17:39:59.046875
3897,60.64,2021-12-17 17:39:59.062500
3898,45.25,2021-12-17 17:39:59.078125
3899,29.12,2021-12-17 17:39:59.093750
3900,13.21,2021-12-17 17:39:59.109375
3901,-1.69,2021-12-17 17:39:59.125000
3902,-15.03,2021-12-17 17:39:59.140625
3903,-26.46,2021-12-17 17:39:59.156250
3904,-35.74,2021-12-17 17:39:59.171875
3905,-42.68,2021-12-17 17:39:59.187500
3906,-47.26,2021-12-17 17:39:59.203125
3907,-49.77,2021-12-17 17:39:59.218750
3908,-50.93,2021-12-17 17:39:59.234375
3909,-51.84,2021-12-17 17:39:59.250000
3910,-53.69,2021-12-17 17:39:59.265625
3911,-57.27,2021-12-17 17:39:59.281250
3912,-62.57,2021-12-17 17:39:59.296875
3913,-68.53,2021-12-17 17:39:59.312500
3914,-73.42,2021-12-17 17:39:59.328125
3915,-75.43,2021-12-17 17:39:59.343750
3916,-73.4,2021-12-17 17:39:59.359375
3917,-67.31,2021-12-17 17:39:59.375000
3918,-58.19,2021-12-17 17:39:59.390625
3919,-47.66,2021-12-17 17:39:59.406250
3920,-37.27,2021-12-17 17:39:59.421875
3921,-28.0,2021-12-17 17:39:59.437500
3922,-20.07,2021-12-17 17:39:59.453125
3923,-13.14,2021-12-17 17:39:59.468750
3924,-6.74,2021-12-17 17:39:59.484375
3925,-0.5,2021-12-17 17:39:59.500000
3926,5.66,2021-12-17 17:39:59.515625
3927,11.68,2021-12-17 17:39:59.531250
3928,17.45,2021-12-17 17:39:59.546875
3929,22.93,2021-12-17 17:39:59.562500
3930,28.13,2021-12-17 17:39:59.578125
3931,33.03,2021-12-17 17:39:59.593750
3932,37.47,2021-12-17 17:39:59.609375
3933,41.22,2021-12-17 17:39:59.625000
3934,44.03,2021-12-17 17:39:59.640625
3935,45.77,2021-12-17 17:39:59.656250
3936,46.44,2021-12-17 17:39:59.671875
3937,46.16,2021-12-17 17:39:59.687500
3938,44.99,2021-12-17 17:39:59.703125
3939,42.85,2021-12-17 17:39:59.718750
3940,39.49,2021-12-17 17:39:59.734375
3941,34.56,2021-12-17 17:39:59.750000
3942,27.82,2021-12-17 17:39:59.765625
3943,19.26,2021-12-17 17:39:59.781250
3944,9.26,2021-12-17 17:39:59.796875
3945,-1.47,2021-12-17 17:39:59.812500
3946,-12.06,2021-12-17 17:39:59.828125
3947,-21.75,2021-12-17 17:39:59.843750
3948,-30.07,2021-12-17 17:39:59.859375
3949,-36.96,2021-12-17 17:39:59.875000
3950,-42.67,2021-12-17 17:39:59.890625
3951,-47.52,2021-12-17 17:39:59.906250
3952,-51.73,2021-12-17 17:39:59.921875
3953,-55.31,2021-12-17 17:39:59.937500
3954,-58.12,2021-12-17 17:39:59.953125
3955,-59.92,2021-12-17 17:39:59.968750
3956,-60.67,2021-12-17 17:39:59.984375
3957,-60.44,2021-12-17 17:40:00.000000
3958,-59.44,2021-12-17 17:40:00.015625
3959,-57.95,2021-12-17 17:40:00.031250
3960,-56.2,2021-12-17 17:40:00.046875
3961,-54.36,2021-12-17 17:40:00.062500
3962,-52.59,2021-12-17 17:40:00.078125
3963,-51.01,2021-12-17 17:40:00.093750
3964,-49.71,2021-12-17 17:40:00.109375
3965,-48.66,2021-12-17 17:40:00.125000
3966,-47.78,2021-12-17 17:40:00.140625
3967,-46.88,2021-12-17 17:40:00.156250
3968,-45.76,2021-12-17 17:40:00.171875
3969,-44.28,2021-12-17 17:40:00.187500
3970,-42.37,2021-12-17 17:40:00.203125
3971,-40.05,2021-12-17 17:40:00.218750
3972,-37.44,2021-12-17 17:40:00.234375
3973,-34.65,2021-12-17 17:40:00.250000
3974,-31.82,2021-12-17 17:40:00.265625
3975,-29.02,2021-12-17 17:40:00.281250
3976,-26.29,2021-12-17 17:40:00.296875
3977,-23.58,2021-12-17 17:40:00.312500
3978,-20.8,2021-12-17 17:40:00.328125
3979,-17.82,2021-12-17 17:40:00.343750
3980,-14.62,2021-12-17 17:40:00.359375
3981,-11.27,2021-12-17 17:40:00.375000
3982,-7.95,2021-12-17 17:40:00.390625
3983,-4.9,2021-12-17 17:40:00.406250
3984,-2.3,2021-12-17 17:40:00.421875
3985,-0.25,2021-12-17 17:40:00.437500
3986,1.25,2021-12-17 17:40:00.453125
3987,2.31,2021-12-17 17:40:00.468750
3988,3.12,2021-12-17 17:40:00.484375
3989,3.8,2021-12-17 17:40:00.500000
3990,4.47,2021-12-17 17:40:00.515625
3991,5.21,2021-12-17 17:40:00.531250
3992,6.02,2021-12-17 17:40:00.546875
3993,6.89,2021-12-17 17:40:00.562500
3994,7.73,2021-12-17 17:40:00.578125
3995,8.4,2021-12-17 17:40:00.593750
3996,8.78,2021-12-17 17:40:00.609375
3997,8.79,2021-12-17 17:40:00.625000
3998,8.42,2021-12-17 17:40:00.640625
3999,7.83,2021-12-17 17:40:00.656250
4000,7.17,2021-12-17 17:40:00.671875
4001,6.55,2021-12-17 17:40:00.687500
4002,5.98,2021-12-17 17:40:00.703125
4003,5.42,2021-12-17 17:40:00.718750
4004,4.78,2021-12-17 17:40:00.734375
4005,4.05,2021-12-17 17:40:00.750000
4006,3.34,2021-12-17 17:40:00.765625
4007,2.87,2021-12-17 17:40:00.781250
4008,2.85,2021-12-17 17:40:00.796875
4009,3.42,2021-12-17 17:40:00.812500
4010,4.5,2021-12-17 17:40:00.828125
4011,5.83,2021-12-17 17:40:00.843750
4012,7.13,2021-12-17 17:40:00.859375
4013,8.12,2021-12-17 17:40:00.875000
4014,8.67,2021-12-17 17:40:00.890625
4015,8.87,2021-12-17 17:40:00.906250
4016,8.9,2021-12-17 17:40:00.921875
4017,9.01,2021-12-17 17:40:00.937500
4018,9.39,2021-12-17 17:40:00.953125
4019,10.08,2021-12-17 17:40:00.968750
4020,11.02,2021-12-17 17:40:00.984375
4021,12.11,2021-12-17 17:40:01.000000
4022,13.24,2021-12-17 17:40:01.015625
4023,14.33,2021-12-17 17:40:01.031250
4024,15.3,2021-12-17 17:40:01.046875
4025,16.09,2021-12-17 17:40:01.062500
4026,16.61,2021-12-17 17:40:01.078125
4027,16.75,2021-12-17 17:40:01.093750
4028,16.46,2021-12-17 17:40:01.109375
4029,15.79,2021-12-17 17:40:01.125000
4030,14.92,2021-12-17 17:40:01.140625
4031,14.15,2021-12-17 17:40:01.156250
4032,13.87,2021-12-17 17:40:01.171875
4033,14.41,2021-12-17 17:40:01.187500
4034,15.96,2021-12-17 17:40:01.203125
4035,18.41,2021-12-17 17:40:01.218750
4036,21.46,2021-12-17 17:40:01.234375
4037,24.64,2021-12-17 17:40:01.250000
4038,27.56,2021-12-17 17:40:01.265625
4039,29.93,2021-12-17 17:40:01.281250
4040,31.67,2021-12-17 17:40:01.296875
4041,32.78,2021-12-17 17:40:01.312500
4042,33.33,2021-12-17 17:40:01.328125
4043,33.31,2021-12-17 17:40:01.343750
4044,32.64,2021-12-17 17:40:01.359375
4045,31.19,2021-12-17 17:40:01.375000
4046,28.95,2021-12-17 17:40:01.390625
4047,26.0,2021-12-17 17:40:01.406250
4048,22.61,2021-12-17 17:40:01.421875
4049,19.08,2021-12-17 17:40:01.437500
4050,15.66,2021-12-17 17:40:01.453125
4051,12.5,2021-12-17 17:40:01.468750
4052,9.62,2021-12-17 17:40:01.484375
4053,6.94,2021-12-17 17:40:01.500000
4054,4.43,2021-12-17 17:40:01.515625
4055,2.11,2021-12-17 17:40:01.531250
4056,0.06,2021-12-17 17:40:01.546875
4057,-1.62,2021-12-17 17:40:01.562500
4058,-2.94,2021-12-17 17:40:01.578125
4059,-3.94,2021-12-17 17:40:01.593750
4060,-4.74,2021-12-17 17:40:01.609375
4061,-5.52,2021-12-17 17:40:01.625000
4062,-6.44,2021-12-17 17:40:01.640625
4063,-7.57,2021-12-17 17:40:01.656250
4064,-8.91,2021-12-17 17:40:01.671875
4065,-10.37,2021-12-17 17:40:01.687500
4066,-11.78,2021-12-17 17:40:01.703125
4067,-13.0,2021-12-17 17:40:01.718750
4068,-13.95,2021-12-17 17:40:01.734375
4069,-14.68,2021-12-17 17:40:01.750000
4070,-15.38,2021-12-17 17:40:01.765625
4071,-16.28,2021-12-17 17:40:01.781250
4072,-17.48,2021-12-17 17:40:01.796875
4073,-18.93,2021-12-17 17:40:01.812500
4074,-20.44,2021-12-17 17:40:01.828125
4075,-21.79,2021-12-17 17:40:01.843750
4076,-22.85,2021-12-17 17:40:01.859375
4077,-23.55,2021-12-17 17:40:01.875000
4078,-23.96,2021-12-17 17:40:01.890625
4079,-24.07,2021-12-17 17:40:01.906250
4080,-23.86,2021-12-17 17:40:01.921875
4081,-23.3,2021-12-17 17:40:01.937500
4082,-22.42,2021-12-17 17:40:01.953125
4083,-21.3,2021-12-17 17:40:01.968750
4084,-20.13,2021-12-17 17:40:01.984375
4085,-19.08,2021-12-17 17:40:02.000000
4086,-18.2,2021-12-17 17:40:02.015625
4087,-17.41,2021-12-17 17:40:02.031250
4088,-16.52,2021-12-17 17:40:02.046875
4089,-15.35,2021-12-17 17:40:02.062500
4090,-13.8,2021-12-17 17:40:02.078125
4091,-11.98,2021-12-17 17:40:02.093750
4092,-10.15,2021-12-17 17:40:02.109375
4093,-8.64,2021-12-17 17:40:02.125000
4094,-7.7,2021-12-17 17:40:02.140625
4095,-7.34,2021-12-17 17:40:02.156250
4096,-7.38,2021-12-17 17:40:02.171875
4097,-7.44,2021-12-17 17:40:02.187500
4098,-7.13,2021-12-17 17:40:02.203125
4099,-6.31,2021-12-17 17:40:02.218750
4100,-5.06,2021-12-17 17:40:02.234375
4101,-3.67,2021-12-17 17:40:02.250000
4102,-2.47,2021-12-17 17:40:02.265625
4103,-1.76,2021-12-17 17:40:02.281250
4104,-1.61,2021-12-17 17:40:02.296875
4105,-2.01,2021-12-17 17:40:02.312500
4106,-2.79,2021-12-17 17:40:02.328125
4107,-3.73,2021-12-17 17:40:02.343750
4108,-4.67,2021-12-17 17:40:02.359375
4109,-5.39,2021-12-17 17:40:02.375000
4110,-5.76,2021-12-17 17:40:02.390625
4111,-5.63,2021-12-17 17:40:02.406250
4112,-4.98,2021-12-17 17:40:02.421875
4113,-3.85,2021-12-17 17:40:02.437500
4114,-2.39,2021-12-17 17:40:02.453125
4115,-0.81,2021-12-17 17:40:02.468750
4116,0.69,2021-12-17 17:40:02.484375
4117,1.92,2021-12-17 17:40:02.500000
4118,2.8,2021-12-17 17:40:02.515625
4119,3.32,2021-12-17 17:40:02.531250
4120,3.56,2021-12-17 17:40:02.546875
4121,3.62,2021-12-17 17:40:02.562500
4122,3.55,2021-12-17 17:40:02.578125
4123,3.42,2021-12-17 17:40:02.593750
4124,3.23,2021-12-17 17:40:02.609375
4125,3.03,2021-12-17 17:40:02.625000
4126,2.83,2021-12-17 17:40:02.640625
4127,2.71,2021-12-17 17:40:02.656250
4128,2.72,2021-12-17 17:40:02.671875
4129,2.82,2021-12-17 17:40:02.687500
4130,2.93,2021-12-17 17:40:02.703125
4131,2.91,2021-12-17 17:40:02.718750
4132,2.66,2021-12-17 17:40:02.734375
4133,2.11,2021-12-17 17:40:02.750000
4134,1.21,2021-12-17 17:40:02.765625
4135,-0.04,2021-12-17 17:40:02.781250
4136,-1.61,2021-12-17 17:40:02.796875
4137,-3.46,2021-12-17 17:40:02.812500
4138,-5.53,2021-12-17 17:40:02.828125
4139,-7.67,2021-12-17 17:40:02.843750
4140,-9.71,2021-12-17 17:40:02.859375
4141,-11.49,2021-12-17 17:40:02.875000
4142,-12.85,2021-12-17 17:40:02.890625
4143,-13.75,2021-12-17 17:40:02.906250
4144,-14.24,2021-12-17 17:40:02.921875
4145,-14.47,2021-12-17 17:40:02.937500
4146,-14.54,2021-12-17 17:40:02.953125
4147,-14.51,2021-12-17 17:40:02.968750
4148,-14.33,2021-12-17 17:40:02.984375
4149,-13.92,2021-12-17 17:40:03.000000
4150,-13.22,2021-12-17 17:40:03.015625
4151,-12.27,2021-12-17 17:40:03.031250
4152,-11.1,2021-12-17 17:40:03.046875
4153,-9.8,2021-12-17 17:40:03.062500
4154,-8.43,2021-12-17 17:40:03.078125
4155,-7.02,2021-12-17 17:40:03.093750
4156,-5.59,2021-12-17 17:40:03.109375
4157,-4.18,2021-12-17 17:40:03.125000
4158,-2.89,2021-12-17 17:40:03.140625
4159,-1.83,2021-12-17 17:40:03.156250
4160,-1.11,2021-12-17 17:40:03.171875
4161,-0.75,2021-12-17 17:40:03.187500
4162,-0.74,2021-12-17 17:40:03.203125
4163,-1.02,2021-12-17 17:40:03.218750
4164,-1.55,2021-12-17 17:40:03.234375
4165,-2.31,2021-12-17 17:40:03.250000
4166,-3.24,2021-12-17 17:40:03.265625
4167,-4.3,2021-12-17 17:40:03.281250
4168,-5.4,2021-12-17 17:40:03.296875
4169,-6.41,2021-12-17 17:40:03.312500
4170,-7.21,2021-12-17 17:40:03.328125
4171,-7.66,2021-12-17 17:40:03.343750
4172,-7.68,2021-12-17 17:40:03.359375
4173,-7.27,2021-12-17 17:40:03.375000
4174,-6.54,2021-12-17 17:40:03.390625
4175,-5.61,2021-12-17 17:40:03.406250
4176,-4.61,2021-12-17 17:40:03.421875
4177,-3.66,2021-12-17 17:40:03.437500
4178,-2.81,2021-12-17 17:40:03.453125
4179,-2.11,2021-12-17 17:40:03.468750
4180,-1.67,2021-12-17 17:40:03.484375
4181,-1.58,2021-12-17 17:40:03.500000
4182,-1.88,2021-12-17 17:40:03.515625
4183,-2.54,2021-12-17 17:40:03.531250
4184,-3.36,2021-12-17 17:40:03.546875
4185,-4.07,2021-12-17 17:40:03.562500
4186,-4.41,2021-12-17 17:40:03.578125
4187,-4.22,2021-12-17 17:40:03.593750
4188,-3.5,2021-12-17 17:40:03.609375
4189,-2.4,2021-12-17 17:40:03.625000
4190,-1.13,2021-12-17 17:40:03.640625
4191,0.13,2021-12-17 17:40:03.656250
4192,1.28,2021-12-17 17:40:03.671875
4193,2.26,2021-12-17 17:40:03.687500
4194,3.07,2021-12-17 17:40:03.703125
4195,3.73,2021-12-17 17:40:03.718750
4196,4.29,2021-12-17 17:40:03.734375
4197,4.83,2021-12-17 17:40:03.750000
4198,5.43,2021-12-17 17:40:03.765625
4199,6.15,2021-12-17 17:40:03.781250
4200,6.97,2021-12-17 17:40:03.796875
4201,7.83,2021-12-17 17:40:03.812500
4202,8.58,2021-12-17 17:40:03.828125
4203,9.05,2021-12-17 17:40:03.843750
4204,9.23,2021-12-17 17:40:03.859375
4205,9.17,2021-12-17 17:40:03.875000
4206,9.05,2021-12-17 17:40:03.890625
4207,9.02,2021-12-17 17:40:03.906250
4208,9.16,2021-12-17 17:40:03.921875
4209,9.44,2021-12-17 17:40:03.937500
4210,9.75,2021-12-17 17:40:03.953125
4211,9.96,2021-12-17 17:40:03.968750
4212,9.95,2021-12-17 17:40:03.984375
4213,9.68,2021-12-17 17:40:04.000000
4214,9.14,2021-12-17 17:40:04.015625
4215,8.37,2021-12-17 17:40:04.031250
4216,7.46,2021-12-17 17:40:04.046875
4217,6.56,2021-12-17 17:40:04.062500
4218,5.89,2021-12-17 17:40:04.078125
4219,5.62,2021-12-17 17:40:04.093750
4220,5.81,2021-12-17 17:40:04.109375
4221,6.37,2021-12-17 17:40:04.125000
4222,7.02,2021-12-17 17:40:04.140625
4223,7.45,2021-12-17 17:40:04.156250
4224,7.48,2021-12-17 17:40:04.171875
4225,7.09,2021-12-17 17:40:04.187500
4226,6.38,2021-12-17 17:40:04.203125
4227,5.44,2021-12-17 17:40:04.218750
4228,4.23,2021-12-17 17:40:04.234375
4229,2.58,2021-12-17 17:40:04.250000
4230,0.28,2021-12-17 17:40:04.265625
4231,-2.75,2021-12-17 17:40:04.281250
4232,-6.42,2021-12-17 17:40:04.296875
